"COM";"REG";"DEP";"LIBCOM";"code_iris";"LIBIRIS";"num";"P14_POP";"longitude";"latitude"
"42218";84;"42";"Saint-<c9>tienne";"422182401";"Rochetaillee";528;609;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180201";"Elisee Reclus";45;1557;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180101";"Republique";435;1844;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181405";"La Vivaraise";82;2193;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180501";"Collines des Peres";138;1945;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181803";"Chabrier-Forum";4;1323;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181403";"Fauriel-Le Platon";295;2236;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180601";"Beaubrun";157;2433;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181502";"Centre Deux-Trefilerie";1149;2376;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180302";"Cret de Roc Est";1553;3074;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180801";"Carnot";1211;3128;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180301";"Cret de Roc Ouest";83;2651;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181602";"La Cotonne";115;2253;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180701";"Grand Clos";114;3742;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181401";"La Dame Blanche";724;1073;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180102";"Peuple-Boivin-St Jacques";1596;2589;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181302";"Lassaigne";97;1765;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181702";"Cote Chaude-Michon";152;2593;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180502";"Tardy";308;3099;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181701";"Bel Air-Momey-Le Golf";95;1474;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180103";"Hotel-de-Ville";1226;2036;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180203";"Camelinat";298;1898;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181406";"Sainte-Chapelle";65;2051;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181202";"Les Ovides";53;1418;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180202";"Jacquard";186;2288;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180802";"Foch";1095;2339;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422182205";"Solaure Nord";114;1704;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422182206";"Jomayere-Beraudiere";17;2343;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180804";"Barra Revoilier";206;2540;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181801";"Saint-Saens-La Petite Berarde";97;1636;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181304";"La Marandiniere";986;2032;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180402";"Badouillere Est-Charite";2013;2170;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180404";"Saint-Roch";521;3637;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181802";"Les Castors";18;1900;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180805";"La Terrasse-Etivaliere-Grouchy";282;1981;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180602";"Severine";284;1448;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181805";"La Chevre-La Batie-La Girardiere";119;1714;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181901";"Haut de Terrenoire-Bois d'Avaize";161;2102;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181201";"La Richelandiere";415;3222;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422182204";"Le Mont-La Jomayere";227;2337;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181902";"Terrenoire Centre";413;2491;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422182301";"Saint-Victor";272;2707;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181402";"Villeboeuf";1162;2140;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180803";"Bergson";743;2781;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422182101";"Valbenoite";481;3510;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422182003";"Parc de l'Europe";160;1900;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180403";"Badouillere Ouest";584;1977;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422182002";"La Palle";220;1604;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422182004";"Le Portail Rouge";81;1257;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422182202";"Bellevue-Hopital";81;2337;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422182203";"Solaure Sud";2;938;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422182201";"Bellevue";352;3184;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422182102";"La Riviere";143;2127;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181104";"Monthieu";323;2776;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181001";"Le Treyve-Puits Thibaud";440;2525;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181203";"Montplaisir";490;1705;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180702";"Montaud";773;2121;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181303";"Montchovet";38;1499;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181103";"Montat-La Verrerie";239;2113;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422182005";"La Metare";540;3193;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422180901";"Le Marais-Meons-Grangeneuve";2513;1736;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422182103";"Valfuret-Cret du Loup-Le Bernay";178;1745;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422182001";"Parc de l'Europe Est";746;1929;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181002";"Le Soleil";100;2698;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181101";"Chataucreux";698;1844;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181102";"Saint-Francois-Giron";195;2016;4.3665776;45.4241234004221
"42218";84;"42";"Saint-<c9>tienne";"422181903";"Terrenoire Sud";787;2752;4.3665776;45.4241234004221
"42219";84;"42";"Saint-<c9>tienne-le-Molard";"422190000";"Saint-<c9>tienne-le-Molard (commune non iris<e9>e)";42;999;4.09968855;45.7430976503804
"42220";84;"42";"Saint-Forgeux-Lespinasse";"422200000";"Saint-Forgeux-Lespinasse (commune non iris<e9>e)";36;609;3.94284275;46.1417204003199
"42221";84;"42";"Sainte-Foy-Saint-Sulpice";"422210000";"Sainte-Foy-Saint-Sulpice (commune non iris<e9>e)";30;527;4.1083396;45.7757922503758
"42222";84;"42";"Saint-Galmier";"422220102";"Sud & Est";127;2719;4.31418165;45.6038219503994
"42222";84;"42";"Saint-Galmier";"422220101";"Nord-Ouest";104;2950;4.31418165;45.6038219503994
"42223";84;"42";"Saint-Genest-Lerpt";"422230101";"Centre Ville";25;1776;4.3307661;45.4528996004187
"42223";84;"42";"Saint-Genest-Lerpt";"422230102";"Peripherie";105;4343;4.3307661;45.4528996004187
"42224";84;"42";"Saint-Genest-Malifaux";"422240000";"Saint-Genest-Malifaux (commune non iris<e9>e)";72;2888;4.4350225;45.3524579004307
"42225";84;"42";"Genilac";"422250000";"Genilac (commune non iris<e9>e)";522;3895;4.57499285;45.5394650504078
"42226";84;"42";"Saint-Georges-de-Baroille";"422260000";"Saint-Georges-de-Baroille (commune non iris<e9>e)";10;402;4.1027738;45.8511954503649
"42227";84;"42";"Saint-Georges-en-Couzan";"422270000";"Saint-Georges-en-Couzan (commune non iris<e9>e)";1;437;3.9287216;45.7084124003853
"42228";84;"42";"Saint-Georges-Haute-Ville";"422280000";"Saint-Georges-Haute-Ville (commune non iris<e9>e)";58;1379;4.09298015;45.5425783504074
"42229";84;"42";"Saint-Germain-la-Montagne";"422290000";"Saint-Germain-la-Montagne (commune non iris<e9>e)";6;242;4.39261505;46.1965019003109
"42230";84;"42";"Saint-Germain-Laval";"422300000";"Saint-Germain-Laval (commune non iris<e9>e)";181;1643;4.0086826;45.8329272503676
"42231";84;"42";"Saint-Germain-Lespinasse";"422310000";"Saint-Germain-Lespinasse (commune non iris<e9>e)";204;1202;3.96360555;46.1111268003249
"42232";84;"42";"Saint-Haon-le-Ch<e2>tel";"422320000";"Saint-Haon-le-Ch<e2>tel (commune non iris<e9>e)";47;617;3.91730865;46.0661397003321
"42233";84;"42";"Saint-Haon-le-Vieux";"422330000";"Saint-Haon-le-Vieux (commune non iris<e9>e)";617;965;3.90205905;46.073280700331
"42234";84;"42";"Saint-H<e9>and";"422340000";"Saint-H<e9>and (commune non iris<e9>e)";33;3578;4.3839828;45.5317053504088
"42235";84;"42";"Saint-Hilaire-Cusson-la-Valmitte";"422350000";"Saint-Hilaire-Cusson-la-Valmitte (commune non iris<e9>e)";243;326;4.06288465;45.3685413504288
"42236";84;"42";"Saint-Hilaire-sous-Charlieu";"422360000";"Saint-Hilaire-sous-Charlieu (commune non iris<e9>e)";79;558;4.1828261;46.1205789503234
"42237";84;"42";"Saint-Jean-Bonnefonds";"422370101";"Sud Ouest";78;2143;4.44665455;45.458517450418
"42237";84;"42";"Saint-Jean-Bonnefonds";"422370102";"Baraillere";120;1988;4.44665455;45.458517450418
"42237";84;"42";"Saint-Jean-Bonnefonds";"422370103";"Nord Est";360;2551;4.44665455;45.458517450418
"42238";84;"42";"Saint-Jean-la-V<ea>tre";"422380000";"Saint-Jean-la-V<ea>tre (commune non iris<e9>e)";2;335;3.7901184;45.7759237003758
"42239";84;"42";"Saint-Jean-Saint-Maurice-sur-Loire";"422390000";"Saint-Jean-Saint-Maurice-sur-Loire (commune non iris<e9>e)";174;1133;3.9800999;45.9590643503488
"42240";84;"42";"Saint-Jean-Soleymieux";"422400000";"Saint-Jean-Soleymieux (commune non iris<e9>e)";1;848;4.00978465;45.5059643004121
"42241";84;"42";"Saint-Jodard";"422410000";"Saint-Jodard (commune non iris<e9>e)";3;455;4.129424;45.8887029503594
"42242";84;"42";"Saint-Joseph";"422420000";"Saint-Joseph (commune non iris<e9>e)";18;1900;4.6208543;45.5555329004057
"42243";84;"42";"Saint-Julien-d'Oddes";"422430000";"Saint-Julien-d'Oddes (commune non iris<e9>e)";87;268;3.9921319;45.850968550365
"42246";84;"42";"Saint-Julien-Molin-Molette";"422460000";"Saint-Julien-Molin-Molette (commune non iris<e9>e)";31;1198;4.6188892;45.3176677504348
"42247";84;"42";"Saint-Just-en-Bas";"422470000";"Saint-Just-en-Bas (commune non iris<e9>e)";6;296;3.8740663;45.7291531503824
"42248";84;"42";"Saint-Just-en-Chevalet";"422480000";"Saint-Just-en-Chevalet (commune non iris<e9>e)";68;1109;3.83405735;45.9255580003538
"42249";84;"42";"Saint-Just-la-Pendue";"422490000";"Saint-Just-la-Pendue (commune non iris<e9>e)";142;1666;4.24505535;45.8828316003602
"42251";84;"42";"Saint-Laurent-la-Conche";"422510000";"Saint-Laurent-la-Conche (commune non iris<e9>e)";5;615;4.23766435;45.6923733503875
"42252";84;"42";"Saint-Laurent-Rochefort";"422520000";"Saint-Laurent-Rochefort (commune non iris<e9>e)";58;239;3.9078638;45.7775616503755
"42253";84;"42";"Saint-L<e9>ger-sur-Roanne";"422530000";"Saint-L<e9>ger-sur-Roanne (commune non iris<e9>e)";788;1119;4.0029526;46.0430034503358
"42254";84;"42";"Saint-Marcel-de-F<e9>lines";"422540000";"Saint-Marcel-de-F<e9>lines (commune non iris<e9>e)";71;822;4.18244265;45.8634439003631
"42255";84;"42";"Saint-Marcel-d'Urf<e9>";"422550000";"Saint-Marcel-d'Urf<e9> (commune non iris<e9>e)";16;299;3.8813703;45.871225950362
"42256";84;"42";"Saint-Marcellin-en-Forez";"422560000";"Saint-Marcellin-en-Forez (commune non iris<e9>e)";138;4587;4.1671573;45.4883149504142
"42257";84;"42";"Saint-Martin-d'Estr<e9>aux";"422570000";"Saint-Martin-d'Estr<e9>aux (commune non iris<e9>e)";86;868;3.82927025;46.2028551003098
"42259";84;"42";"Saint-Martin-la-Plaine";"422590000";"Saint-Martin-la-Plaine (commune non iris<e9>e)";136;3739;4.59247605;45.5516421004062
"42260";84;"42";"Saint-Martin-la-Sauvet<e9>";"422600000";"Saint-Martin-la-Sauvet<e9> (commune non iris<e9>e)";55;986;3.9180736;45.8352677003672
"42261";84;"42";"Saint-Martin-Lestra";"422610000";"Saint-Martin-Lestra (commune non iris<e9>e)";549;892;4.3714572;45.7267566503827
"42262";84;"42";"Saint-Maurice-en-Gourgois";"422620000";"Saint-Maurice-en-Gourgois (commune non iris<e9>e)";16;1770;4.1733717;45.4114302504237
"42264";84;"42";"Saint-M<e9>dard-en-Forez";"422640000";"Saint-M<e9>dard-en-Forez (commune non iris<e9>e)";37;1059;4.360491;45.5930244504008
"42265";84;"42";"Saint-Michel-sur-Rh<f4>ne";"422650000";"Saint-Michel-sur-Rh<f4>ne (commune non iris<e9>e)";86;810;4.73410995;45.4436473004198
"42266";84;"42";"Saint-Nizier-de-Fornas";"422660000";"Saint-Nizier-de-Fornas (commune non iris<e9>e)";43;669;4.0809038;45.4065405504243
"42267";84;"42";"Saint-Nizier-sous-Charlieu";"422670000";"Saint-Nizier-sous-Charlieu (commune non iris<e9>e)";278;1692;4.12585475;46.1624276503166
"42268";84;"42";"Saint-Paul-de-V<e9>zelin";"422680000";"Saint-Paul-de-V<e9>zelin (commune non iris<e9>e)";2;316;4.0841292;45.8902794003591
"42269";84;"42";"Saint-Paul-d'Uzore";"422690000";"Saint-Paul-d'Uzore (commune non iris<e9>e)";2;155;4.0935597;45.6743644503899
"42270";84;"42";"Saint-Paul-en-Cornillon";"422700000";"Saint-Paul-en-Cornillon (commune non iris<e9>e)";115;1352;4.2389207;45.3966437504255
"42271";84;"42";"Saint-Paul-en-Jarez";"422710000";"Saint-Paul-en-Jarez (commune non iris<e9>e)";76;4656;4.5880358;45.4715745004164
"42272";84;"42";"Saint-Pierre-de-Boeuf";"422720000";"Saint-Pierre-de-Boeuf (commune non iris<e9>e)";249;1728;4.742115;45.3798223004275
"42273";84;"42";"Saint-Pierre-la-Noaille";"422730000";"Saint-Pierre-la-Noaille (commune non iris<e9>e)";22;377;4.10795285;46.1827892503132
"42275";84;"42";"Saint-Priest-en-Jarez";"422750102";"Ouest";873;2955;4.3708791;45.4740271504161
"42275";84;"42";"Saint-Priest-en-Jarez";"422750101";"Est";821;3197;4.3708791;45.4740271504161
"42276";84;"42";"Saint-Priest-la-Prugne";"422760000";"Saint-Priest-la-Prugne (commune non iris<e9>e)";5;440;3.75055245;45.9495971003502
"42277";84;"42";"Saint-Priest-la-Roche";"422770000";"Saint-Priest-la-Roche (commune non iris<e9>e)";24;343;4.10880575;45.9202366503547
"42278";84;"42";"Saint-Priest-la-V<ea>tre";"422780000";"Saint-Priest-la-V<ea>tre (commune non iris<e9>e)";3;153;3.8086856;45.8006919003723
"42279";84;"42";"Saint-Just-Saint-Rambert";"422790201";"Collonges-Avernay-Sud";77;3598;4.24631095;45.4918729504138
"42279";84;"42";"Saint-Just-Saint-Rambert";"422790202";"Centre-Loire";44;3175;4.24631095;45.4918729504138
"42279";84;"42";"Saint-Just-Saint-Rambert";"422790102";"Petite Couronne";132;2735;4.24631095;45.4918729504138
"42279";84;"42";"Saint-Just-Saint-Rambert";"422790101";"Le Bourg-Nord Est";369;2253;4.24631095;45.4918729504138
"42279";84;"42";"Saint-Just-Saint-Rambert";"422790103";"Grande Couronne";55;2686;4.24631095;45.4918729504138
"42280";84;"42";"Saint-R<e9>gis-du-Coin";"422800000";"Saint-R<e9>gis-du-Coin (commune non iris<e9>e)";5;380;4.45274075;45.2869545504383
"42282";84;"42";"Saint-Romain-d'Urf<e9>";"422820000";"Saint-Romain-d'Urf<e9> (commune non iris<e9>e)";2;269;3.81587455;45.8858462003598
"42283";84;"42";"Saint-Romain-en-Jarez";"422830000";"Saint-Romain-en-Jarez (commune non iris<e9>e)";137;1212;4.54166675;45.561153250405
"42284";84;"42";"Saint-Romain-la-Motte";"422840000";"Saint-Romain-la-Motte (commune non iris<e9>e)";430;1470;3.9906065;46.0837037003293
"42285";84;"42";"Saint-Romain-le-Puy";"422850000";"Saint-Romain-le-Puy (commune non iris<e9>e)";123;3854;4.13165755;45.5563673004056
"42286";84;"42";"Saint-Romain-les-Atheux";"422860000";"Saint-Romain-les-Atheux (commune non iris<e9>e)";2;972;4.36875355;45.3637577004294
"42287";84;"42";"Saint-Sauveur-en-Rue";"422870000";"Saint-Sauveur-en-Rue (commune non iris<e9>e)";8;1119;4.50260015;45.2745010004397
"42288";84;"42";"Saint-Sixte";"422880000";"Saint-Sixte (commune non iris<e9>e)";3;723;3.96907725;45.7727905003762
"42289";84;"42";"Saint-Symphorien-de-Lay";"422890000";"Saint-Symphorien-de-Lay (commune non iris<e9>e)";399;1899;4.22322785;45.9474339503505
"42290";84;"42";"Saint-Thomas-la-Garde";"422900000";"Saint-Thomas-la-Garde (commune non iris<e9>e)";3;590;4.08470245;45.5727708504035
"42291";84;"42";"Saint-Thurin";"422910000";"Saint-Thurin (commune non iris<e9>e)";2;187;3.88384155;45.8179737003698
"42293";84;"42";"Saint-Victor-sur-Rhins";"422930000";"Saint-Victor-sur-Rhins (commune non iris<e9>e)";656;1170;4.27695175;46.0049621003417
"42294";84;"42";"Saint-Vincent-de-Boisset";"422940000";"Saint-Vincent-de-Boisset (commune non iris<e9>e)";313;906;4.11571325;46.0101786503409
"42295";84;"42";"Les Salles";"422950000";"Les Salles (commune non iris<e9>e)";63;511;3.7722583;45.8523177003647
"42296";84;"42";"Salt-en-Donzy";"422960000";"Salt-en-Donzy (commune non iris<e9>e)";9;535;4.28469725;45.7351615003816
"42297";84;"42";"Salvizinet";"422970000";"Salvizinet (commune non iris<e9>e)";7;595;4.2776582;45.7599049503781
"42298";84;"42";"Sauvain";"422980000";"Sauvain (commune non iris<e9>e)";20;381;3.8604504;45.6640156003913
"42299";84;"42";"Savigneux";"422990000";"Savigneux (commune non iris<e9>e)";136;3432;4.10127785;45.622108100397
"42300";84;"42";"Sevelinges";"423000000";"Sevelinges (commune non iris<e9>e)";346;651;4.28380065;46.0964959503273
"42301";84;"42";"Soleymieux";"423010000";"Soleymieux (commune non iris<e9>e)";7;655;4.0612966;45.5052742504122
"42302";84;"42";"Sorbiers";"423020101";"Sud";1035;2520;4.4357263;45.4994766004129
"42302";84;"42";"Sorbiers";"423020103";"Nord-Ouest";3166;2650;4.4357263;45.4994766004129
"42302";84;"42";"Sorbiers";"423020102";"Nord-Est";2949;2815;4.4357263;45.4994766004129
"42303";84;"42";"Souternon";"423030000";"Souternon (commune non iris<e9>e)";21;295;3.9885263;45.8830695003602
"42304";84;"42";"Sury-le-Comtal";"423040000";"Sury-le-Comtal (commune non iris<e9>e)";103;6226;4.17842795;45.5425655004074
"42305";84;"42";"La Talaudi<e8>re";"423050103";"La Talaudiere Sud";277;2265;4.42569835;45.4774808004156
"42305";84;"42";"La Talaudi<e8>re";"423050101";"Le Roule La Grande Vaure";201;2087;4.42569835;45.4774808004156
"42305";84;"42";"La Talaudi<e8>re";"423050102";"La Talaudiere Nord";101;2150;4.42569835;45.4774808004156
"42306";84;"42";"Tarentaise";"423060000";"Tarentaise (commune non iris<e9>e)";10;456;4.4915288;45.3614552504297
"42307";84;"42";"Tartaras";"423070000";"Tartaras (commune non iris<e9>e)";66;825;4.66582895;45.553617550406
"42308";84;"42";"La Terrasse-sur-Dorlay";"423080000";"La Terrasse-sur-Dorlay (commune non iris<e9>e)";164;783;4.5896077;45.4479084504193
"42310";84;"42";"Th<e9>lis-la-Combe";"423100000";"Th<e9>lis-la-Combe (commune non iris<e9>e)";8;167;4.54994625;45.3369275004326
"42311";84;"42";"La Tour-en-Jarez";"423110000";"La Tour-en-Jarez (commune non iris<e9>e)";132;1464;4.39727765;45.4898445004141
"42312";84;"42";"La Tourette";"423120000";"La Tourette (commune non iris<e9>e)";11;562;4.08462155;45.4225010504224
"42313";84;"42";"Trelins";"423130000";"Trelins (commune non iris<e9>e)";33;648;4.0039068;45.7241635003831
"42314";84;"42";"La Tuili<e8>re";"423140000";"La Tuili<e8>re (commune non iris<e9>e)";8;284;3.8129202;45.9590054003487
"42315";84;"42";"Unias";"423150000";"Unias (commune non iris<e9>e)";15;429;4.2253741;45.6057107503992
"42316";84;"42";"Unieux";"423160102";"Centre Ouest";29;1718;4.26915095;45.4054933004245
"42316";84;"42";"Unieux";"423160103";"Centre Est";611;2728;4.26915095;45.4054933004245
"42316";84;"42";"Unieux";"423160101";"Nord Ouest";146;2451;4.26915095;45.4054933004245
"42316";84;"42";"Unieux";"423160104";"Sud Est";31;2029;4.26915095;45.4054933004245
"42317";84;"42";"Urbise";"423170000";"Urbise (commune non iris<e9>e)";215;133;3.879943;46.2454183003027
"42318";84;"42";"Usson-en-Forez";"423180000";"Usson-en-Forez (commune non iris<e9>e)";21;1492;3.93703165;45.3847529504269
"42319";84;"42";"Valeille";"423190000";"Valeille (commune non iris<e9>e)";11;704;4.28097825;45.7079474003853
"42320";84;"42";"Valfleury";"423200000";"Valfleury (commune non iris<e9>e)";14;704;4.5156909;45.537613950408
"42322";84;"42";"La Valla-en-Gier";"423220000";"La Valla-en-Gier (commune non iris<e9>e)";24;985;4.5256178;45.4062852004243
"42323";84;"42";"Veauche";"423230103";"Bourg Sud";216;3241;4.290084;45.5615565504049
"42323";84;"42";"Veauche";"423230101";"Cite Saint-Laurent";594;2700;4.290084;45.5615565504049
"42323";84;"42";"Veauche";"423230102";"Bourg Nord";66;2846;4.290084;45.5615565504049
"42324";84;"42";"Veauchette";"423240000";"Veauchette (commune non iris<e9>e)";68;1171;4.2536433;45.5632548004047
"42325";84;"42";"Vendranges";"423250000";"Vendranges (commune non iris<e9>e)";29;357;4.13294145;45.9345508503525
"42326";84;"42";"V<e9>ranne";"423260000";"V<e9>ranne (commune non iris<e9>e)";58;829;4.6339125;45.3723691004284
"42327";84;"42";"V<e9>rin";"423270000";"V<e9>rin (commune non iris<e9>e)";133;681;4.7430756;45.4600391004178
"42328";84;"42";"Verri<e8>res-en-Forez";"423280000";"Verri<e8>res-en-Forez (commune non iris<e9>e)";7;680;3.99047935;45.5671751004042
"42329";84;"42";"La Versanne";"423290000";"La Versanne (commune non iris<e9>e)";28;366;4.5084343;45.3204487004345
"42330";84;"42";"Villars";"423300101";"Les Quartiers Jeunes";447;2017;4.3516802;45.4678805004168
"42330";84;"42";"Villars";"423300104";"l'Hippodrome Le Bois Monzil Zi";201;1687;4.3516802;45.4678805004168
"42330";84;"42";"Villars";"423300103";"Le Vieux Villars Villars Nord";207;2516;4.3516802;45.4678805004168
"42330";84;"42";"Villars";"423300102";"Les Tours";56;1834;4.3516802;45.4678805004168
"42331";84;"42";"Villemontais";"423310000";"Villemontais (commune non iris<e9>e)";70;1007;3.93189525;45.9811084003454
"42332";84;"42";"Villerest";"423320000";"Villerest (commune non iris<e9>e)";2064;4739;4.0259639;45.9981026503428
"42333";84;"42";"Villers";"423330000";"Villers (commune non iris<e9>e)";6;578;4.22544635;46.1247115503227
"42334";84;"42";"Violay";"423340000";"Violay (commune non iris<e9>e)";108;1275;4.3459934;45.8516655503649
"42335";84;"42";"Viricelles";"423350000";"Viricelles (commune non iris<e9>e)";2;463;4.3827705;45.6544043003927
"42336";84;"42";"Virigneux";"423360000";"Virigneux (commune non iris<e9>e)";2;619;4.3463352;45.6873208503882
"42337";84;"42";"Vivans";"423370000";"Vivans (commune non iris<e9>e)";1;233;3.9387368;46.1813727003134
"42338";84;"42";"Vougy";"423380000";"Vougy (commune non iris<e9>e)";214;1435;4.12669265;46.0966267503272
"42339";84;"42";"Chausseterre";"423390000";"Chausseterre (commune non iris<e9>e)";4;245;3.76926685;45.8999252503577
"43001";84;"43";"Agnat";"430010000";"Agnat (commune non iris<e9>e)";1;189;3.4545523;45.3438578004317
"43002";84;"43";"Aiguilhe";"430020000";"Aiguilhe (commune non iris<e9>e)";68;1571;3.88604005;45.0528297004631
"43003";84;"43";"All<e8>gre";"430030000";"All<e8>gre (commune non iris<e9>e)";25;955;3.6876896;45.1863010004494
"43004";84;"43";"Alleyrac";"430040000";"Alleyrac (commune non iris<e9>e)";1;117;3.9899242;44.8953893004779
"43005";84;"43";"Alleyras";"430050000";"Alleyras (commune non iris<e9>e)";7;159;3.68310315;44.9114004504764
"43006";84;"43";"Ally";"430060000";"Ally (commune non iris<e9>e)";2;144;3.31851735;45.1499998004532
"43007";84;"43";"Araules";"430070000";"Araules (commune non iris<e9>e)";14;595;4.1738531;45.0656415004618
"43008";84;"43";"Arlempdes";"430080000";"Arlempdes (commune non iris<e9>e)";17;133;3.90651695;44.8674891504803
"43009";84;"43";"Arlet";"430090000";"Arlet (commune non iris<e9>e)";17;25;3.4074124;45.1113218504572
"43010";84;"43";"Arsac-en-Velay";"430100000";"Arsac-en-Velay (commune non iris<e9>e)";5;1233;3.95329585;44.9912897504691
"43011";84;"43";"Aubazat";"430110000";"Aubazat (commune non iris<e9>e)";4;171;3.45040535;45.1264501004556
"43012";84;"43";"Aurec-sur-Loire";"430120000";"Aurec-sur-Loire (commune non iris<e9>e)";310;6035;4.2033386;45.3667695004291
"43013";84;"43";"Vissac-Auteyrac";"430130000";"Vissac-Auteyrac (commune non iris<e9>e)";1;338;3.6270541;45.113554450457
"43014";84;"43";"Autrac";"430140000";"Autrac (commune non iris<e9>e)";1;68;3.1282105;45.3352230504328
"43015";84;"43";"Auvers";"430150000";"Auvers (commune non iris<e9>e)";4;60;3.3952083;44.9981801004684
"43016";84;"43";"Auzon";"430160000";"Auzon (commune non iris<e9>e)";10;872;3.37934985;45.3876652504266
"43017";84;"43";"Az<e9>rat";"430170000";"Az<e9>rat (commune non iris<e9>e)";1;262;3.395822;45.3531360504306
"43018";84;"43";"Bains";"430180000";"Bains (commune non iris<e9>e)";56;1331;3.7641575;44.991518750469
"43019";84;"43";"Barges";"430190000";"Barges (commune non iris<e9>e)";1;77;3.88897385;44.8330905004833
"43020";84;"43";"Bas-en-Basset";"430200000";"Bas-en-Basset (commune non iris<e9>e)";2748;4314;4.1076188;45.3167152504349
